,algo,dist_from_start,dist_moved_towards_origin,dist_to_origin,f_opt,iter_to_convergence,start_distance
0,sdesc,2.0111248971913773,0.0908945847270584,15.191301442135059,0.5334951981435031,19.0031,15.282196026862115
1,sdesc_ebls,2.112309519014384,0.1556772196279461,15.12651880723417,0.5301829035063852,1414.2512,15.282196026862115
2,nestrov,2.0128972478777154,0.0924614472845394,15.189734579577577,0.5333379705401413,23.0176,15.282196026862115
3,heavy ball,4.718587735294354,1.3281972125853843,13.953998814276733,0.46664157404881446,915.4417,15.282196026862115
