,alpha,beta,experiment,gamma,max_iter,mean_dist_to_origin,mean_f_opt
0,1,0.99,steepest_descent_without_ebls,500,1000,15.248309999867441,0.5362059011556999
1,1,0.99,steepest_descent_with_ebls,500,1000,15.205943708023325,0.5332430096207232
2,1,0.99,heavy_ball_without_ebls,500,1000,13.697540043498849,0.45168855166276933
3,1,0.99,heavy_ball_with_ebls,500,1000,15.114745811453185,0.5275415343138943
